CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
707,Spain,Female,32,4,132835.56,1,No,No,136877.24,Not Churned
761,France,Female,26,1,0.0,2,Yes,Yes,199409.19,Not Churned
483,Germany,Male,41,1,118334.44,1,No,No,163147.99,Churned
736,Germany,Female,25,9,81732.88,2,Yes,No,136497.28,Not Churned
716,Germany,Male,66,5,121411.9,1,No,No,10070.4,Churned
654,France,Male,32,9,121455.65,1,Yes,No,190068.53,Churned
649,Spain,Male,20,5,0.0,2,Yes,Yes,58309.54,Not Churned
649,France,Male,46,5,0.0,2,Yes,Yes,76946.6,Not Churned
612,France,Female,31,8,117989.76,1,Yes,Yes,54129.86,Not Churned
657,Spain,Male,40,10,0.0,2,Yes,Yes,52990.7,Not Churned
511,France,Female,31,5,137411.29,1,No,Yes,161854.98,Not Churned
682,France,Male,61,10,73688.2,1,Yes,Yes,172141.33,Not Churned
748,Spain,Male,58,9,122330.7,2,No,Yes,124429.19,Not Churned
554,Germany,Male,43,5,99906.89,1,No,No,24983.39,Not Churned
794,Spain,Female,28,5,0.0,2,No,Yes,86699.98,Not Churned
807,France,Female,47,9,167664.83,1,No,No,125440.11,Churned
594,France,Female,34,7,141525.55,1,No,No,9443.15,Not Churned
652,Spain,Female,33,3,124832.51,1,Yes,No,195877.06,Not Churned
729,France,Female,34,9,132121.71,1,No,Yes,105409.31,Not Churned
625,France,Male,39,2,0.0,2,Yes,No,100403.05,Not Churned
597,Germany,Female,60,0,78539.84,1,No,Yes,48502.88,Not Churned
657,Germany,Female,38,5,123770.46,1,No,No,47019.66,Churned
633,France,Male,43,5,0.0,2,Yes,Yes,48249.88,Not Churned
663,Germany,Male,49,7,116150.65,3,Yes,Yes,84358.71,Churned
535,France,Male,47,0,160729.1,1,No,Yes,145986.35,Not Churned
702,France,Female,29,10,88378.6,1,Yes,No,88550.28,Not Churned
712,France,Male,33,2,182888.08,1,Yes,No,3061.0,Not Churned
607,France,Male,31,8,0.0,2,Yes,Yes,43196.5,Not Churned
476,France,Male,37,4,0.0,1,Yes,Yes,55775.84,Churned
748,Spain,Female,23,8,85600.08,1,No,No,134077.71,Not Churned
815,France,Male,35,4,0.0,2,No,Yes,198490.33,Not Churned
602,France,Male,32,10,0.0,2,Yes,Yes,116052.92,Not Churned
649,Germany,Male,40,4,95001.33,1,No,Yes,123202.99,Not Churned
551,Spain,Male,27,2,113873.22,1,Yes,Yes,85129.77,Churned
509,France,Male,30,6,0.0,2,Yes,No,180598.86,Not Churned
685,Spain,Male,40,7,74896.92,1,Yes,No,198694.2,Not Churned
536,France,Female,22,5,89492.62,1,No,No,42934.43,Not Churned
711,Spain,Male,38,3,128718.78,1,No,No,114793.45,Not Churned
761,Spain,Male,27,8,0.0,2,Yes,No,63297.7,Not Churned
535,France,Female,49,3,0.0,1,No,No,61820.41,Churned
566,Germany,Male,22,7,144954.75,2,Yes,No,102246.0,Not Churned
620,Spain,Male,21,9,0.0,2,No,No,154882.79,Not Churned
837,Germany,Male,37,6,94001.61,2,Yes,No,140723.05,Not Churned
685,France,Female,40,7,0.0,1,Yes,No,72852.74,Churned
673,France,Male,65,0,0.0,1,Yes,Yes,85733.33,Not Churned
638,France,Male,24,1,0.0,2,No,Yes,162597.15,Not Churned
614,France,Male,46,4,0.0,1,Yes,No,74379.57,Churned
626,France,Female,44,2,0.0,1,No,Yes,173117.22,Churned
834,Spain,Male,38,8,0.0,2,Yes,Yes,66485.26,Not Churned
691,France,Male,24,6,0.0,2,Yes,Yes,92811.2,Not Churned
706,Spain,Male,38,8,0.0,2,No,Yes,46635.11,Not Churned
633,France,Male,37,7,141546.35,1,Yes,Yes,124830.11,Not Churned
644,Germany,Female,32,8,141528.88,1,Yes,Yes,167087.34,Churned
666,France,Male,30,7,109805.3,1,No,Yes,163625.56,Not Churned
708,France,Male,32,10,86614.06,2,Yes,Yes,172129.26,Not Churned
496,Germany,Female,59,7,91680.1,2,Yes,No,163141.18,Churned
730,Germany,Male,38,0,38848.19,2,No,No,94003.11,Not Churned
696,Spain,Male,40,3,153639.11,1,Yes,Yes,138351.68,Not Churned
809,Spain,Male,80,8,0.0,2,No,Yes,34164.05,Not Churned
701,Spain,Female,33,7,123870.07,1,Yes,No,97794.71,Not Churned
604,France,Male,30,5,0.0,2,Yes,No,75786.55,Not Churned
665,France,Male,39,10,46323.57,1,Yes,No,136812.02,Not Churned
639,France,Female,60,5,162039.78,1,Yes,Yes,84361.72,Churned
696,France,Male,19,1,110928.51,1,Yes,Yes,2766.63,Not Churned
520,France,Male,38,5,0.0,2,Yes,No,163185.76,Not Churned
545,Germany,Male,53,5,114421.55,1,Yes,No,180598.28,Churned
634,Germany,Female,29,8,130036.21,2,No,Yes,69849.55,Not Churned
750,France,Female,26,1,151510.17,2,Yes,Yes,19921.72,Not Churned
530,Spain,Female,41,4,0.0,2,No,Yes,147606.71,Not Churned
589,France,Female,59,2,0.0,2,Yes,Yes,126160.24,Churned
654,France,Male,37,6,83568.55,1,Yes,No,47046.72,Not Churned
648,France,Female,43,7,139972.18,1,Yes,No,143668.58,Not Churned
835,Spain,Male,45,3,100212.13,1,Yes,No,152577.62,Not Churned
446,France,Female,39,1,90217.07,1,Yes,No,191350.48,Not Churned
514,Spain,Male,66,9,0.0,2,Yes,Yes,14234.31,Not Churned
694,Germany,Male,33,4,124067.32,1,Yes,Yes,77906.87,Not Churned
554,Spain,Male,46,4,0.0,2,No,Yes,57320.92,Not Churned
720,Germany,Female,57,1,162082.31,4,No,No,27145.73,Churned
641,Germany,Female,51,2,117306.69,4,Yes,Yes,26912.72,Churned
813,France,Male,32,1,122889.88,1,Yes,Yes,26476.18,Not Churned
480,France,Male,40,6,148790.61,1,No,Yes,79329.7,Not Churned
811,France,Male,46,9,180226.24,1,Yes,No,13464.64,Churned
715,Germany,Female,32,3,104857.19,2,Yes,No,114149.8,Not Churned
620,Spain,Male,31,2,166833.86,2,Yes,Yes,135171.6,Not Churned
721,France,Male,42,4,102936.72,1,No,No,1187.88,Not Churned
772,Germany,Female,48,6,108736.52,1,Yes,No,184564.67,Churned
680,Germany,Male,44,0,129974.79,2,Yes,Yes,33391.38,Not Churned
535,France,Male,38,8,85982.07,1,Yes,No,9238.35,Not Churned
655,France,Female,20,7,134397.61,1,No,No,28029.54,Not Churned
660,France,Male,63,8,137841.53,1,Yes,Yes,42790.29,Not Churned
762,Germany,Male,56,10,100260.88,3,Yes,Yes,77142.42,Churned
662,Germany,Male,39,5,139822.11,2,Yes,Yes,146219.9,Not Churned
463,Germany,Female,41,8,123151.51,2,Yes,No,70127.93,Not Churned
501,Germany,Male,27,4,95331.83,2,Yes,No,132104.76,Not Churned
603,Spain,Female,42,6,0.0,1,Yes,Yes,90437.87,Not Churned
688,Spain,Male,37,7,138162.41,2,Yes,Yes,113926.31,Not Churned
430,France,Male,38,9,0.0,2,Yes,Yes,12050.77,Not Churned
632,Germany,Male,48,6,126066.26,1,Yes,No,64345.61,Churned
601,Spain,Female,42,4,96763.89,1,Yes,Yes,199242.65,Not Churned
769,France,Female,38,2,0.0,2,No,No,75578.67,Not Churned
551,France,Male,42,2,139561.46,1,Yes,No,43435.43,Churned
841,France,Female,52,5,0.0,1,No,No,183239.71,Churned
469,Spain,Female,31,6,0.0,1,Yes,No,146213.75,Churned
479,Spain,Male,27,2,172463.45,1,Yes,Yes,40315.27,Not Churned
701,France,Male,37,8,107798.85,1,Yes,No,16966.73,Not Churned
593,France,Male,36,2,70181.48,2,Yes,No,80608.12,Not Churned
738,Spain,Male,38,5,177997.07,1,No,Yes,19233.41,Not Churned
635,Spain,Male,31,1,0.0,2,Yes,No,135382.23,Not Churned
658,France,Male,32,8,0.0,1,Yes,Yes,80410.68,Not Churned
687,Spain,Female,36,5,0.0,1,Yes,No,17696.22,Not Churned
650,France,Male,37,9,0.0,2,Yes,No,17974.08,Not Churned
720,Spain,Male,21,2,123200.78,1,Yes,Yes,180712.28,Not Churned
602,France,Female,63,7,0.0,2,Yes,Yes,56323.21,Not Churned
618,Spain,Male,33,4,0.0,2,Yes,Yes,77550.18,Not Churned
803,Germany,Male,41,9,137742.9,2,Yes,Yes,166957.82,Not Churned
793,France,Female,63,9,116270.72,1,Yes,Yes,184243.25,Not Churned
616,Germany,Male,41,10,113220.2,2,Yes,Yes,114072.91,Not Churned
550,Spain,Male,51,5,0.0,2,Yes,No,153917.41,Not Churned
602,France,Female,56,3,115895.22,3,Yes,No,4176.17,Churned
452,France,Female,60,6,121730.49,1,Yes,Yes,142963.29,Not Churned
655,Spain,Female,28,3,113811.85,2,No,Yes,76844.23,Not Churned
510,France,Female,26,6,136214.08,1,No,No,159742.33,Not Churned
557,France,Male,39,8,146200.01,1,Yes,No,177944.64,Not Churned
676,France,Male,37,10,106242.67,1,Yes,Yes,166678.28,Not Churned
640,France,Female,29,4,0.0,2,Yes,No,44904.26,Not Churned
529,Spain,Male,31,6,0.0,1,Yes,No,10625.91,Not Churned
559,France,Male,45,8,24043.45,1,No,Yes,169781.45,Churned
689,France,Female,58,5,0.0,2,No,Yes,49848.86,Not Churned
626,Germany,Male,39,10,132287.92,3,Yes,Yes,51467.92,Churned
697,Spain,Male,30,1,0.0,2,No,No,735.79,Not Churned
823,France,Female,44,1,0.0,2,No,Yes,182495.7,Not Churned
565,Germany,Female,32,4,90322.99,2,No,Yes,118740.37,Not Churned
631,Spain,Male,23,3,0.0,2,Yes,No,13813.24,Not Churned
646,France,Female,34,3,131283.11,1,No,No,130500.65,Not Churned
676,Spain,Male,48,1,131659.59,2,No,Yes,14152.15,Not Churned
850,Spain,Female,54,4,120952.74,1,Yes,No,66963.15,Not Churned
810,France,Female,38,9,153166.17,1,Yes,Yes,93261.69,Not Churned
581,Spain,Male,30,0,53291.86,1,No,No,196582.28,Not Churned
718,France,Female,35,2,167924.95,1,Yes,No,43024.64,Not Churned
713,France,Male,43,5,86394.14,1,Yes,Yes,130001.13,Not Churned
672,France,Female,50,1,0.0,1,Yes,No,12106.82,Churned
781,Spain,Male,33,3,0.0,2,Yes,Yes,42556.33,Not Churned
656,Spain,Male,47,1,0.0,2,Yes,Yes,197961.93,Not Churned
583,France,Female,31,4,158978.79,1,Yes,No,12538.92,Not Churned
808,Germany,Female,37,2,100431.84,1,Yes,No,35140.49,Churned
721,Spain,Male,33,5,0.0,2,No,Yes,117626.9,Not Churned
778,Germany,Female,29,6,150358.97,1,Yes,No,62454.01,Churned
850,Spain,Female,45,4,114347.85,2,Yes,Yes,109089.04,Not Churned
693,France,Female,39,4,0.0,2,No,Yes,142331.39,Not Churned
520,France,Male,34,4,134007.9,1,Yes,Yes,193209.11,Not Churned
759,Germany,Male,31,4,98899.91,1,Yes,Yes,47832.82,Not Churned
637,France,Male,60,3,0.0,2,Yes,Yes,70174.03,Not Churned
755,Germany,Male,40,2,137430.82,2,No,No,176768.59,Not Churned
662,France,Female,47,6,0.0,2,Yes,Yes,129392.75,Not Churned
503,France,Female,37,8,0.0,2,Yes,Yes,97893.32,Not Churned
599,Germany,Male,39,2,188976.89,2,No,Yes,176142.09,Not Churned
583,Spain,Female,40,4,0.0,2,Yes,No,114093.73,Not Churned
764,Spain,Female,48,1,75990.97,1,Yes,No,158323.81,Churned
513,France,Male,29,10,0.0,2,No,Yes,25514.77,Not Churned
730,Spain,Male,62,5,112181.08,1,No,Yes,61513.87,Not Churned
820,Spain,Male,34,10,97208.46,1,Yes,Yes,59553.34,Not Churned
597,Spain,Female,26,7,0.0,2,Yes,No,110253.2,Not Churned
637,France,Male,32,5,0.0,1,No,No,148769.08,Not Churned
696,France,Male,34,9,150856.79,1,No,Yes,8236.78,Not Churned
635,Germany,Female,37,9,146748.07,1,No,Yes,11407.58,Not Churned
673,Spain,Female,57,4,0.0,2,Yes,Yes,49684.09,Not Churned
662,Spain,Male,33,3,0.0,2,No,Yes,68064.83,Not Churned
683,Spain,Male,41,0,148863.17,1,Yes,Yes,163911.32,Not Churned
850,France,Male,55,6,0.0,1,Yes,No,944.41,Churned
815,Spain,Male,28,6,0.0,2,No,Yes,185547.71,Not Churned
671,Spain,Male,34,10,153360.02,1,Yes,No,140509.86,Not Churned
601,France,Female,40,3,92055.36,1,No,Yes,164652.02,Churned
709,Germany,Female,39,9,124723.92,1,Yes,No,73641.86,Not Churned
702,Germany,Male,28,1,103033.83,1,Yes,Yes,40321.87,Not Churned
558,France,Male,40,6,0.0,2,Yes,No,173844.89,Not Churned
691,Spain,Male,40,1,0.0,2,Yes,Yes,145613.17,Not Churned
700,France,Female,30,9,0.0,1,Yes,Yes,174971.64,Not Churned
667,France,Male,33,4,0.0,2,Yes,Yes,131834.75,Not Churned
624,Germany,Male,54,3,116726.22,1,Yes,No,110498.1,Churned
580,France,Female,23,5,113923.81,2,No,No,196241.43,Not Churned
571,Spain,Female,31,3,0.0,2,Yes,Yes,194667.92,Not Churned
561,France,Male,37,5,0.0,2,Yes,No,83093.25,Not Churned
529,France,Male,28,9,0.0,2,Yes,Yes,52545.24,Not Churned
670,France,Male,36,7,0.0,2,No,No,59571.5,Not Churned
666,Germany,Female,21,1,121827.43,2,Yes,Yes,99818.31,Not Churned
628,Spain,Male,42,7,0.0,2,No,Yes,172967.87,Not Churned
577,France,Male,60,10,125389.7,2,Yes,Yes,178616.73,Not Churned
652,Spain,Female,38,1,103895.31,1,No,Yes,159649.44,Not Churned
678,France,Male,26,5,111128.04,1,Yes,No,60941.27,Churned
692,Spain,Female,49,9,0.0,2,Yes,No,178342.63,Not Churned
675,Spain,Male,32,10,0.0,2,Yes,No,191545.65,Not Churned
712,Spain,Male,52,9,0.0,1,Yes,Yes,117977.45,Churned
639,Germany,Female,37,5,151242.48,1,No,Yes,49637.65,Not Churned
618,France,Male,48,7,0.0,1,Yes,No,13921.82,Churned
554,France,Male,39,2,129709.62,1,Yes,No,173197.12,Not Churned
533,France,Male,47,9,83347.25,1,Yes,Yes,137696.25,Not Churned
540,Spain,Female,28,6,84121.04,1,No,Yes,80698.54,Not Churned
704,Spain,Male,33,3,0.0,2,Yes,No,73018.74,Not Churned
678,France,Male,43,5,102338.19,1,Yes,Yes,79649.62,Not Churned
712,France,Female,29,3,87375.78,2,No,No,166194.53,Not Churned
651,France,Male,44,2,0.0,3,Yes,No,102530.35,Churned
789,Germany,Male,51,3,104677.09,1,Yes,No,74265.38,Not Churned
775,Germany,Male,32,8,121669.23,1,No,Yes,125898.39,Not Churned
564,Germany,Male,40,7,108407.34,1,Yes,Yes,83681.2,Not Churned
841,Germany,Female,33,7,154969.79,2,Yes,Yes,99505.75,Not Churned
850,Spain,Male,39,0,141829.67,1,Yes,Yes,92748.16,Not Churned
637,France,Female,63,5,0.0,1,Yes,No,28092.77,Churned
500,France,Male,45,2,109162.82,1,Yes,Yes,126145.08,Not Churned
655,France,Male,44,8,87471.63,1,No,Yes,188593.98,Not Churned
666,France,Female,33,2,147229.65,1,Yes,Yes,56410.17,Not Churned
658,France,Female,24,2,0.0,2,Yes,Yes,84694.49,Not Churned
749,Germany,Male,66,6,182532.23,2,Yes,Yes,195429.92,Not Churned
654,France,Male,32,6,0.0,2,Yes,Yes,137898.57,Not Churned
623,France,Female,39,1,160903.2,1,No,No,78774.36,Not Churned
761,France,Female,33,6,138053.79,2,Yes,No,148779.41,Not Churned
627,France,Male,44,6,153548.12,1,No,No,35300.08,Churned
757,Germany,Male,31,8,149085.9,2,Yes,Yes,197077.36,Not Churned
695,Germany,Female,53,8,95231.91,1,No,No,70140.8,Churned
726,France,Male,34,3,0.0,2,Yes,No,196288.46,Not Churned
587,Spain,Male,41,8,85109.21,1,Yes,No,1557.82,Not Churned
605,Germany,Female,43,8,125338.8,2,Yes,No,23970.13,Not Churned
850,Spain,Male,62,5,0.0,2,Yes,Yes,180243.56,Not Churned
850,France,Female,38,0,106831.69,1,No,Yes,148977.72,Not Churned
751,France,Male,29,3,159597.45,1,Yes,No,39934.41,Not Churned
627,Germany,Female,37,7,147361.57,1,Yes,Yes,133031.96,Not Churned
736,France,Male,43,4,176134.54,1,Yes,Yes,52856.88,Not Churned
652,France,Female,74,5,0.0,2,Yes,Yes,937.15,Not Churned
627,France,Female,35,7,0.0,2,No,Yes,193022.44,Not Churned
636,France,Male,34,1,84055.43,1,No,No,37490.84,Not Churned
775,France,Male,60,7,0.0,2,Yes,Yes,111558.7,Not Churned
850,Spain,Female,45,5,174088.3,4,Yes,No,5669.31,Churned
850,Spain,Male,34,8,199229.14,1,No,No,68106.29,Not Churned
516,France,Male,37,8,0.0,1,Yes,No,101834.58,Not Churned
513,Spain,Female,42,10,0.0,2,No,Yes,73151.25,Not Churned
673,Germany,Female,69,3,78833.15,2,Yes,Yes,37196.15,Not Churned
564,France,Female,27,6,0.0,1,No,No,7819.76,Not Churned
636,France,Female,35,2,0.0,2,Yes,Yes,23129.46,Not Churned
712,France,Male,29,3,102540.61,1,Yes,Yes,189680.79,Not Churned
568,France,Male,51,4,0.0,3,Yes,Yes,66586.56,Not Churned
741,Spain,Male,43,0,0.0,2,Yes,Yes,2920.63,Churned
754,Germany,Female,39,8,129401.87,1,Yes,Yes,87684.93,Not Churned
709,France,Female,32,7,0.0,2,Yes,Yes,199418.02,Not Churned
510,France,Female,32,1,0.0,2,No,Yes,28515.17,Not Churned
716,Spain,Male,33,2,0.0,2,Yes,Yes,92916.53,Not Churned
607,Germany,Male,36,10,106702.94,2,No,No,198313.69,Not Churned
656,Spain,Male,26,4,139584.57,1,Yes,No,36308.93,Not Churned
550,Germany,Male,52,5,121016.23,1,Yes,Yes,41730.37,Churned
486,France,Male,26,2,0.0,2,Yes,Yes,31399.4,Not Churned
598,Germany,Male,59,8,118210.42,2,No,No,60192.14,Churned
675,Spain,Male,35,8,0.0,2,Yes,No,29062.25,Not Churned
755,France,Female,29,4,148654.84,2,Yes,Yes,28805.09,Not Churned
656,Spain,Male,32,5,136963.12,1,Yes,No,133814.28,Not Churned
644,Germany,Male,47,9,137774.11,2,Yes,No,151902.78,Not Churned
598,France,Female,32,4,111156.52,1,Yes,Yes,167376.26,Not Churned
850,Spain,Female,31,3,121237.65,1,Yes,Yes,31022.56,Not Churned
679,France,Male,36,1,97234.58,1,Yes,No,188997.08,Not Churned
632,France,Male,60,2,0.0,2,No,Yes,2085.32,Not Churned
550,Spain,Male,45,0,0.0,2,No,Yes,70399.71,Not Churned
572,Germany,Female,54,9,97382.53,1,Yes,Yes,195771.95,Not Churned
626,Germany,Female,47,2,103108.8,1,No,Yes,166475.44,Churned
625,Spain,Female,57,7,0.0,1,No,No,84106.17,Churned
515,France,Female,58,2,131852.81,1,Yes,No,81436.68,Churned
612,Spain,Male,35,1,0.0,1,Yes,Yes,83256.26,Churned
628,Spain,Female,39,8,107553.33,1,Yes,No,117523.41,Not Churned
529,Spain,Female,43,5,0.0,2,No,No,79476.63,Not Churned
668,Germany,Female,46,7,161806.09,1,Yes,Yes,173052.19,Not Churned
526,France,Male,30,9,0.0,2,No,No,100995.68,Not Churned
791,France,Female,52,7,0.0,1,Yes,Yes,122782.5,Not Churned
573,France,Male,27,2,128243.03,1,Yes,Yes,11631.34,Not Churned
565,France,Female,38,5,126645.13,1,Yes,Yes,168303.55,Not Churned
604,France,Female,47,8,62094.71,3,No,No,9308.1,Churned
656,France,Male,37,7,112291.34,1,Yes,No,153157.97,Not Churned
447,France,Female,44,5,89188.83,1,Yes,Yes,75408.24,Not Churned
682,France,Male,55,9,0.0,1,Yes,No,153356.8,Churned
437,Spain,Male,28,2,109161.25,1,Yes,No,152987.42,Not Churned
792,Spain,Male,47,0,0.0,1,Yes,Yes,5557.88,Churned
627,Spain,Female,25,4,0.0,1,Yes,Yes,194313.93,Not Churned
767,France,Female,34,8,0.0,2,Yes,No,94767.77,Not Churned
686,France,Male,26,7,0.0,2,Yes,No,1540.89,Not Churned
789,France,Female,53,1,158271.74,1,Yes,Yes,5036.39,Churned
794,France,Male,56,9,96951.21,1,Yes,Yes,71776.76,Not Churned
587,Germany,Male,35,5,121863.61,1,Yes,Yes,23481.69,Churned
589,Germany,Female,19,9,83495.11,1,Yes,Yes,143022.31,Churned
543,Germany,Female,25,1,146566.01,1,No,Yes,161407.48,Not Churned
589,Spain,Female,45,1,0.0,1,No,No,125939.22,Churned
701,Germany,Male,23,5,186101.18,2,Yes,Yes,76611.33,Not Churned
850,France,Male,40,6,0.0,1,Yes,No,136985.08,Churned
726,Germany,Female,51,8,107494.86,2,Yes,No,140937.91,Churned
767,Spain,Male,47,2,0.0,1,Yes,No,48161.18,Churned
648,Spain,Male,36,8,146943.38,2,Yes,Yes,130041.45,Not Churned
651,Spain,Female,36,8,0.0,2,Yes,No,91652.43,Not Churned
633,France,Female,36,6,125130.28,1,No,No,125961.48,Not Churned
740,France,Female,37,9,0.0,2,Yes,Yes,73225.31,Not Churned
592,France,Female,34,9,0.0,2,Yes,Yes,20460.2,Not Churned
670,France,Female,41,10,0.0,3,Yes,No,81602.02,Not Churned
628,France,Male,36,3,0.0,2,Yes,Yes,8742.91,Not Churned
745,France,Male,47,5,0.0,2,No,No,145789.71,Not Churned
705,France,Male,32,3,0.0,2,No,No,129576.99,Not Churned
559,France,Female,42,7,0.0,2,Yes,Yes,190040.29,Not Churned
595,France,Male,29,6,150685.79,1,Yes,No,87771.06,Not Churned
492,France,Male,35,4,141359.37,2,Yes,No,39519.53,Not Churned
498,France,Female,29,9,0.0,1,Yes,No,190035.83,Not Churned
655,France,Female,39,6,94631.26,2,Yes,Yes,148948.52,Not Churned
636,France,Female,39,3,118336.14,1,Yes,No,184691.77,Not Churned
634,France,Female,45,2,0.0,1,Yes,Yes,143458.31,Not Churned
793,Spain,Male,63,0,0.0,2,No,Yes,27166.75,Not Churned
526,Germany,Male,50,5,124233.24,1,No,Yes,159456.87,Churned
768,France,Female,26,5,51116.26,1,Yes,Yes,70454.79,Churned
540,Germany,Male,64,1,91869.69,1,No,Yes,95421.0,Not Churned
732,France,Female,34,8,122338.43,2,Yes,No,187985.85,Not Churned
617,France,Female,30,8,0.0,1,Yes,Yes,92621.9,Not Churned
637,Spain,Female,54,5,0.0,1,No,Yes,150836.98,Not Churned
573,France,Male,26,8,86270.93,2,Yes,Yes,90177.3,Not Churned
531,France,Male,44,3,0.0,2,Yes,Yes,34416.79,Not Churned
489,France,Female,38,5,117289.92,1,No,No,85231.88,Not Churned
601,France,Male,35,2,0.0,2,Yes,Yes,118983.18,Not Churned
452,Germany,Male,33,7,153663.27,1,Yes,No,111868.23,Not Churned
728,Spain,Female,29,1,0.0,1,Yes,Yes,83056.22,Not Churned
590,Germany,Female,27,8,123599.49,2,Yes,No,1676.92,Not Churned
490,France,Male,29,4,0.0,2,Yes,No,32089.57,Not Churned
596,Spain,Female,76,9,134208.25,1,Yes,Yes,13455.43,Not Churned
635,France,Male,29,1,0.0,1,No,Yes,24865.54,Not Churned
782,Germany,Male,35,7,98556.89,2,Yes,No,117644.36,Not Churned
790,Spain,Female,37,3,0.0,3,No,No,98897.32,Not Churned
587,France,Male,40,2,0.0,4,No,Yes,106174.7,Churned
794,Spain,Female,46,8,134593.79,1,Yes,Yes,46386.37,Not Churned
515,France,Male,41,8,0.0,2,Yes,Yes,185054.14,Not Churned
746,Spain,Male,24,10,68781.82,1,No,Yes,47997.39,Not Churned
667,Germany,Female,56,8,137464.04,1,Yes,No,130846.79,Churned
709,France,Male,32,4,147307.91,1,No,Yes,40861.55,Not Churned
536,France,Female,35,8,0.0,1,Yes,No,171840.24,Churned
711,France,Female,41,3,145754.91,1,Yes,Yes,101455.07,Not Churned
753,France,Male,46,8,0.0,3,Yes,No,90747.94,Churned
748,France,Male,44,4,112610.77,1,No,Yes,2048.55,Not Churned
623,France,Female,57,7,71481.79,2,Yes,Yes,84421.34,Not Churned
465,France,Male,33,5,0.0,2,No,Yes,78698.09,Not Churned
640,Spain,Female,34,3,77826.8,1,Yes,Yes,168544.85,Not Churned
562,France,Male,75,5,87140.85,1,Yes,Yes,39351.64,Not Churned
502,Germany,Female,42,0,132002.7,1,No,Yes,28204.98,Churned
536,France,Male,32,7,178011.5,2,Yes,No,22375.14,Not Churned
670,Germany,Female,32,4,102954.68,2,No,Yes,134942.45,Not Churned
775,Germany,Male,51,2,123783.25,1,Yes,Yes,134901.57,Not Churned
759,Germany,Male,30,4,101802.67,1,No,No,8693.8,Not Churned
604,France,Male,33,3,148659.48,1,No,No,42437.75,Not Churned
766,Germany,Female,62,7,142724.48,1,No,Yes,5893.23,Churned
554,Spain,Female,41,4,112152.89,1,No,Yes,36242.19,Not Churned
487,France,Female,53,10,89550.85,1,No,Yes,90076.85,Not Churned
725,France,Male,35,7,75915.75,1,Yes,No,150507.43,Not Churned
732,Germany,Female,42,2,118889.66,2,No,No,87422.15,Not Churned
623,France,Male,40,5,118788.57,1,Yes,No,192867.4,Not Churned
781,France,Female,42,3,156555.54,1,Yes,Yes,175674.01,Not Churned
714,Germany,Male,53,1,99141.86,1,Yes,Yes,72496.05,Churned
577,Germany,Female,31,4,61211.18,1,Yes,Yes,145250.43,Not Churned
731,Spain,Female,37,1,128932.4,1,Yes,Yes,180712.52,Not Churned
650,Spain,Female,23,5,0.0,1,Yes,Yes,180622.43,Not Churned
779,France,Male,32,10,80728.15,1,Yes,No,86306.75,Not Churned
706,Spain,Female,46,2,127660.46,2,Yes,No,150156.82,Churned
733,Spain,Male,44,3,106070.89,1,No,Yes,101617.43,Not Churned
579,Germany,Female,42,3,137560.38,2,Yes,Yes,85424.34,Not Churned
476,Germany,Female,34,8,111905.43,1,No,Yes,197221.81,Churned
775,France,Male,40,9,126212.64,1,Yes,No,70196.57,Not Churned
538,Spain,Male,68,9,0.0,2,Yes,No,110440.5,Churned
602,France,Male,38,7,111835.94,2,Yes,No,124389.61,Not Churned
615,France,Male,30,8,0.0,2,No,No,3183.15,Not Churned
700,Germany,Female,28,3,99705.69,2,No,No,146723.72,Not Churned
615,France,Male,32,1,0.0,2,No,No,2139.25,Not Churned
544,Germany,Male,44,2,108895.93,1,No,No,69228.2,Churned
573,Spain,Male,56,3,154669.77,1,No,Yes,115462.27,Churned
555,Spain,Male,50,7,128061.0,2,Yes,Yes,62375.1,Not Churned
692,France,Female,31,2,0.0,2,Yes,No,91829.17,Churned
476,France,Female,40,4,0.0,2,No,No,182547.04,Not Churned
770,Spain,Male,46,9,190678.02,1,Yes,Yes,14725.36,Not Churned
641,France,Female,40,7,0.0,1,Yes,No,126996.67,Not Churned
705,France,Female,35,5,0.0,1,Yes,No,133991.11,Churned
784,France,Male,38,5,136712.91,1,No,Yes,169920.92,Not Churned
727,Spain,Female,52,1,154733.97,1,Yes,No,80259.67,Churned
576,France,Female,41,4,112609.91,1,No,No,191035.18,Churned
646,Spain,Male,69,10,115462.44,1,Yes,No,40421.87,Not Churned
638,France,Male,34,5,133501.36,1,No,Yes,155643.04,Not Churned
632,Germany,Male,30,1,58668.02,1,Yes,Yes,78670.52,Not Churned
850,Spain,Male,44,7,89118.26,1,Yes,No,104240.77,Churned
492,France,Female,28,9,0.0,2,Yes,No,95957.09,Not Churned
673,Germany,Female,77,10,76510.52,2,No,Yes,59595.66,Not Churned
609,Spain,Male,34,7,140694.78,2,Yes,No,46266.63,Not Churned
701,Germany,Male,36,7,95448.32,2,Yes,No,189085.07,Not Churned
651,France,Male,34,4,91562.99,1,Yes,Yes,123954.15,Not Churned
508,France,Male,31,8,72541.48,1,Yes,No,129803.08,Not Churned
616,Spain,Female,43,3,120867.18,1,Yes,No,18761.92,Churned
489,France,Male,34,5,0.0,1,No,No,43540.59,Not Churned
567,Spain,Female,45,1,157320.51,1,Yes,No,62193.92,Not Churned
